store,movement_id,voucher_no,voucher_date,movement_type,account_id,label_no,category,purity,gross_weight,net_weight,stone_weight,fine_weight,value,gold_rate_used,created_at
STORE_4,43,STORE_4_V10042,2025-08-08,SALE,53,LBL00239,PENDANT,750,8.776,8.679,0.0,6.509,41716.51,5873.82,2025-08-08
STORE_4,44,STORE_4_V10043,2025-08-08,SALE,77,LBL00169,RING,916,8.102,7.755,0.013,7.104,40389.48,5368.72,2025-08-08
STORE_4,45,STORE_4_V10044,2025-08-09,SALE,18,LBL00228,BRACELET,750,18.119,17.684,0.019,13.263,81858.41,5921.49,2025-08-09
STORE_4,46,STORE_4_V10045,2025-08-09,SALE,86,LBL00094,NECKLACE,916,61.157,61.113,0.024,55.98,337426.79,5400.55,2025-08-09
STORE_4,47,STORE_4_V10046,2025-08-09,SALE,105,LBL00244,BANGLE,916,18.448,18.418,0.0,16.871,102142.32,5730.08,2025-08-09
STORE_4,48,STORE_4_V10047,2025-08-09,SALE,68,LBL00172,PENDANT,916,8.624,8.319,0.0,7.62,46222.32,5738.92,2025-08-09
STORE_4,49,STORE_4_V10048,2025-08-09,SALE,100,LBL00120,EARRING,916,9.582,9.143,0.068,8.375,52426.33,5582.06,2025-08-09
STORE_4,50,STORE_4_V10049,2025-08-09,SALE,76,LBL00103,EARRING,585,4.027,3.597,0.014,2.104,14006.99,5899.06,2025-08-09
STORE_4,51,STORE_4_V10050,2025-08-10,SALE,26,LBL00243,RING,750,9.206,8.983,0.0,6.737,42435.8,5628.49,2025-08-10
STORE_4,52,STORE_4_V10051,2025-08-10,SALE,51,LBL00070,NECKLACE,916,60.663,60.425,0.078,55.349,336140.77,5498.35,2025-08-10
STORE_4,53,STORE_4_V10052,2025-08-10,SALE,27,LBL00111,NECKLACE,916,62.766,62.221,0.0,56.994,329551.35,5470.43,2025-08-10
STORE_4,54,STORE_4_V10053,2025-08-10,SALE,90,LBL00138,PENDANT,916,7.113,6.567,0.033,6.015,38397.75,5824.72,2025-08-10
STORE_4,55,STORE_4_V10054,2025-08-10,SALE,40,LBL00241,NECKLACE,585,63.193,62.883,0.004,36.787,209714.35,5510.36,2025-08-10
STORE_4,56,STORE_4_V10055,2025-08-10,SALE,48,LBL00202,CHAIN,585,42.315,41.965,0.015,24.55,140597.76,5544.38,2025-08-10
STORE_4,57,STORE_4_V10056,2025-08-10,SALE,31,LBL00237,BRACELET,750,28.155,28.137,0.003,21.103,126484.87,5488.08,2025-08-10
STORE_4,58,STORE_4_V10057,2025-08-10,SALE,35,LBL00031,NECKLACE,916,34.522,34.405,0.0,31.515,191602.09,5429.43,2025-08-10
STORE_4,59,STORE_4_V10058,2025-08-11,SALE,70,LBL00167,NECKLACE,750,32.078,31.724,0.0,23.793,134812.4,5337.55,2025-08-11
STORE_4,60,STORE_4_V10059,2025-08-11,SALE,39,LBL00030,PENDANT,585,8.506,8.038,0.004,4.702,29131.24,5803.86,2025-08-11
STORE_4,61,STORE_4_V10060,2025-08-11,SALE,29,LBL00106,EARRING,916,10.71,10.312,0.011,9.446,60929.37,5912.15,2025-08-11
STORE_4,62,STORE_4_V10061,2025-08-11,SALE,4,LBL00005,PENDANT,750,5.645,5.32,0.0,3.99,23606.04,5604.54,2025-08-11
STORE_4,63,STORE_4_V10062,2025-08-11,SALE,19,LBL00043,PENDANT,916,11.446,10.886,0.0,9.972,57655.75,5617.52,2025-08-11
STORE_4,64,STORE_4_V10063,2025-08-11,SALE,72,LBL00239,PENDANT,750,9.605,9.429,0.0,7.072,44599.56,5808.19,2025-08-11
STORE_4,65,STORE_4_V10064,2025-08-11,SALE,115,LBL00190,BRACELET,750,26.352,26.238,0.08,19.678,118789.56,5410.73,2025-08-11
STORE_4,66,STORE_4_V10065,2025-08-12,SALE,15,LBL00013,RING,750,9.545,9.242,0.0,6.932,44428.93,5892.64,2025-08-12
STORE_4,67,STORE_4_V10066,2025-08-12,SALE,68,LBL00178,BRACELET,916,36.92,36.668,0.018,33.588,203716.73,5811.55,2025-08-12
STORE_4,68,STORE_4_V10067,2025-08-12,SALE,60,LBL00114,BANGLE,585,35.474,35.197,0.043,20.59,125404.25,5712.61,2025-08-12
STORE_4,69,STORE_4_V10068,2025-08-12,SALE,60,LBL00050,BANGLE,916,21.991,21.979,0.018,20.133,117583.72,5686.68,2025-08-12
STORE_4,70,STORE_4_V10069,2025-08-12,SALE,81,LBL00196,PENDANT,916,8.865,8.442,0.0,7.733,46758.14,5891.69,2025-08-12
STORE_4,71,STORE_4_V10070,2025-08-12,SALE,120,LBL00238,BANGLE,750,27.772,27.545,0.066,20.659,112054.72,5257.63,2025-08-12
STORE_4,72,STORE_4_V10071,2025-08-12,SALE,62,LBL00039,PENDANT,916,1.459,0.944,0.0,0.865,4736.43,5271.98,2025-08-12
STORE_4,73,STORE_4_V10072,2025-08-12,SALE,85,LBL00119,PENDANT,916,9.176,8.666,0.0,7.938,43712.31,5243.93,2025-08-12
STORE_4,74,STORE_4_V10073,2025-08-12,SALE,74,LBL00248,EARRING,750,7.405,6.987,0.0,5.24,29880.35,5380.6,2025-08-12
STORE_4,75,STORE_4_V10074,2025-08-12,SALE,81,LBL00207,BRACELET,916,32.655,32.235,0.05,29.527,181118.82,5874.53,2025-08-12
STORE_4,76,STORE_4_V10075,2025-08-13,SALE,80,LBL00097,RING,916,2.69,2.476,0.0,2.268,13865.31,5504.4,2025-08-13
STORE_4,77,STORE_4_V10076,2025-08-13,SALE,77,LBL00007,PENDANT,916,3.917,3.527,0.073,3.231,21810.29,5837.0,2025-08-13
STORE_4,78,STORE_4_V10077,2025-08-13,SALE,17,LBL00089,PENDANT,916,1.897,1.463,0.035,1.34,9057.48,5863.67,2025-08-13
STORE_4,79,STORE_4_V10078,2025-08-13,SALE,117,LBL00055,RING,916,3.185,3.037,0.0,2.782,17529.73,5720.66,2025-08-13
STORE_4,80,STORE_4_V10079,2025-08-13,SALE,90,LBL00059,RING,585,8.263,7.89,0.06,4.616,26797.3,5349.63,2025-08-13
STORE_4,81,STORE_4_V10080,2025-08-13,SALE,61,LBL00219,BANGLE,585,25.246,24.828,0.0,14.524,81567.17,5386.23,2025-08-13
STORE_4,82,STORE_4_V10081,2025-08-14,SALE,65,LBL00023,EARRING,916,3.242,3.025,0.0,2.771,15025.0,5290.52,2025-08-14
STORE_4,83,STORE_4_V10082,2025-08-14,SALE,59,LBL00250,CHAIN,916,21.312,21.275,0.0,19.488,121373.64,5580.95,2025-08-14
STORE_4,84,STORE_4_V10083,2025-08-14,SALE,65,LBL00196,PENDANT,916,9.641,9.155,0.0,8.386,47478.85,5295.55,2025-08-14
STORE_4,85,STORE_4_V10084,2025-08-14,SALE,51,LBL00040,BANGLE,916,33.589,33.52,0.022,30.704,197830.95,5913.36,2025-08-14
STORE_4,86,STORE_4_V10085,2025-08-14,SALE,24,LBL00162,BANGLE,585,38.867,38.44,0.033,22.487,139841.49,5826.9,2025-08-14
STORE_4,87,STORE_4_V10086,2025-08-14,SALE,98,LBL00182,EARRING,916,1.396,1.231,0.016,1.128,6848.95,5567.11,2025-08-14
STORE_4,88,STORE_4_V10087,2025-08-14,SALE,34,LBL00193,EARRING,916,10.202,10.115,0.0,9.265,61274.54,5914.38,2025-08-14
STORE_4,89,STORE_4_V10088,2025-08-14,SALE,19,LBL00040,BANGLE,916,35.853,35.281,0.002,32.317,185170.47,5300.88,2025-08-14
STORE_4,90,STORE_4_V10089,2025-08-14,SALE,20,LBL00065,BRACELET,585,21.301,21.087,0.015,12.336,80407.39,5808.22,2025-08-14
STORE_4,91,STORE_4_V10090,2025-08-15,SALE,94,LBL00046,RING,916,7.585,7.01,0.003,6.421,38178.15,5355.87,2025-08-15
STORE_4,92,STORE_4_V10091,2025-08-15,SALE,28,LBL00087,RING,916,1.279,1.05,0.0,0.962,5762.8,5398.2,2025-08-15
STORE_4,93,STORE_4_V10092,2025-08-15,SALE,93,LBL00203,CHAIN,916,59.171,58.879,0.0,53.933,329221.52,5688.14,2025-08-15
STORE_4,94,STORE_4_V10093,2025-08-15,SALE,51,LBL00070,NECKLACE,916,62.557,62.144,0.014,56.924,338156.28,5816.79,2025-08-15
STORE_4,95,STORE_4_V10094,2025-08-15,SALE,41,LBL00172,PENDANT,916,9.193,9.048,0.095,8.288,53390.78,5777.1,2025-08-15
STORE_4,96,STORE_4_V10095,2025-08-16,SALE,2,LBL00039,PENDANT,916,1.573,1.039,0.0,0.952,5551.38,5500.54,2025-08-16
STORE_4,97,STORE_4_V10096,2025-08-16,SALE,66,LBL00015,NECKLACE,916,32.118,31.645,0.011,28.987,180143.54,5817.14,2025-08-16
STORE_4,98,STORE_4_V10097,2025-08-16,SALE,50,LBL00094,NECKLACE,916,61.208,61.161,0.016,56.023,310032.85,5257.2,2025-08-16
STORE_4,99,STORE_4_V10098,2025-08-16,SALE,10,LBL00146,BANGLE,916,2.955,2.473,0.0,2.265,13681.01,5531.11,2025-08-16
STORE_4,100,STORE_4_V10099,2025-08-16,SALE,10,LBL00019,PENDANT,916,9.395,9.051,0.007,8.291,48493.42,5419.21,2025-08-16
STORE_4,101,STORE_4_V10100,2025-08-16,SALE,12,LBL00172,PENDANT,916,8.03,7.68,0.03,7.035,40242.52,5376.24,2025-08-16
STORE_4,102,STORE_4_V10101,2025-08-16,SALE,64,LBL00141,EARRING,585,16.116,15.895,0.0,9.299,59382.42,5799.45,2025-08-16
STORE_4,103,STORE_4_V10102,2025-08-16,SALE,33,LBL00005,PENDANT,750,5.174,5.064,0.0,3.798,22175.45,5275.85,2025-08-16
STORE_4,104,STORE_4_V10103,2025-08-17,SALE,18,LBL00025,EARRING,916,16.339,15.899,0.0,14.563,79942.69,5277.4,2025-08-17
STORE_4,105,STORE_4_V10104,2025-08-17,SALE,97,LBL00063,NECKLACE,916,9.668,9.235,0.04,8.459,52033.2,5605.37,2025-08-17
STORE_4,106,STORE_4_V10105,2025-08-17,SALE,5,LBL00104,EARRING,916,12.8,12.456,0.047,11.41,64699.66,5278.05,2025-08-17
STORE_4,107,STORE_4_V10106,2025-08-17,SALE,62,LBL00229,BANGLE,916,36.263,36.117,0.099,33.083,190033.96,5357.54,2025-08-17
STORE_4,108,STORE_4_V10107,2025-08-17,SALE,87,LBL00100,CHAIN,916,50.965,50.504,0.048,46.262,296252.08,5722.25,2025-08-17
STORE_4,109,STORE_4_V10108,2025-08-17,SALE,80,LBL00137,BANGLE,585,43.696,43.406,0.042,25.393,149086.8,5394.62,2025-08-17
STORE_4,110,STORE_4_V10109,2025-08-17,SALE,81,LBL00054,RING,916,6.039,5.625,0.004,5.152,31617.48,5655.87,2025-08-17
STORE_4,111,STORE_4_V10110,2025-08-17,SALE,43,LBL00098,BANGLE,916,37.73,37.538,0.0,34.385,215522.48,5705.56,2025-08-17
STORE_4,112,STORE_4_V10111,2025-08-17,SALE,43,LBL00164,BANGLE,585,15.503,15.386,0.0,9.001,51827.8,5338.36,2025-08-17
STORE_4,113,STORE_4_V10112,2025-08-17,SALE,108,LBL00091,RING,585,10.928,10.904,0.01,6.379,39387.68,5495.37,2025-08-17
STORE_4,114,STORE_4_V10113,2025-08-18,SALE,118,LBL00205,BANGLE,916,3.812,3.634,0.0,3.329,18476.96,5225.85,2025-08-18
STORE_4,115,STORE_4_V10114,2025-08-18,SALE,60,LBL00144,EARRING,916,7.0,6.757,0.011,6.189,38363.78,5770.2,2025-08-18
STORE_4,116,STORE_4_V10115,2025-08-18,SALE,74,LBL00077,BRACELET,916,36.387,36.113,0.046,33.08,200061.23,5857.64,2025-08-18
STORE_4,117,STORE_4_V10116,2025-08-18,SALE,26,LBL00209,BANGLE,916,24.321,24.083,0.009,22.06,137003.85,5933.28,2025-08-18
STORE_4,118,STORE_4_V10117,2025-08-18,SALE,5,LBL00085,CHAIN,916,56.881,56.857,0.0,52.081,318137.88,5724.81,2025-08-18
STORE_4,119,STORE_4_V10118,2025-08-18,SALE,76,LBL00010,EARRING,916,15.517,15.071,0.011,13.805,87476.57,5665.77,2025-08-18
STORE_4,120,STORE_4_V10119,2025-08-18,SALE,11,LBL00113,EARRING,916,11.371,11.296,0.065,10.347,60989.05,5323.21,2025-08-18
STORE_4,121,STORE_4_V10120,2025-08-18,SALE,42,LBL00058,BANGLE,750,9.538,9.407,0.012,7.055,42204.89,5739.1,2025-08-18
STORE_4,122,STORE_4_V10121,2025-08-18,SALE,15,LBL00090,BANGLE,916,30.866,30.761,0.0,28.177,170888.0,5707.21,2025-08-18
STORE_4,123,STORE_4_V10122,2025-08-18,SALE,11,LBL00061,EARRING,916,11.612,11.099,0.029,10.167,63348.39,5600.03,2025-08-18
STORE_4,124,STORE_4_V10123,2025-08-19,SALE,51,LBL00157,BRACELET,750,18.167,17.951,0.008,13.463,78363.43,5535.76,2025-08-19
STORE_4,125,STORE_4_V10124,2025-08-19,SALE,97,LBL00085,CHAIN,916,58.789,58.625,0.015,53.701,305988.99,5444.78,2025-08-19
STORE_4,126,STORE_4_V10125,2025-08-19,SALE,102,LBL00019,PENDANT,916,8.887,8.348,0.012,7.647,46709.24,5632.11,2025-08-19
STORE_4,127,STORE_4_V10126,2025-08-19,SALE,97,LBL00063,NECKLACE,916,10.505,10.137,0.006,9.285,53793.88,5547.39,2025-08-19
STORE_4,128,STORE_4_V10127,2025-08-19,SALE,35,LBL00226,NECKLACE,750,46.949,46.422,0.0,34.816,221629.01,5767.74,2025-08-19
STORE_4,129,STORE_4_V10128,2025-08-19,SALE,72,LBL00180,BRACELET,916,5.526,5.415,0.0,4.96,28759.16,5459.65,2025-08-19
STORE_4,130,STORE_4_V10129,2025-08-19,SALE,93,LBL00155,PENDANT,750,3.515,3.224,0.0,2.418,14801.78,5703.34,2025-08-19
STORE_4,131,STORE_4_V10130,2025-08-19,SALE,113,LBL00198,BANGLE,916,5.316,4.998,0.002,4.578,27318.75,5337.75,2025-08-19
STORE_4,132,STORE_4_V10131,2025-08-20,SALE,8,LBL00034,BANGLE,750,32.831,32.413,0.0,24.31,149781.59,5769.6,2025-08-20
STORE_4,133,STORE_4_V10132,2025-08-20,SALE,116,LBL00078,PENDANT,916,10.887,10.375,0.004,9.504,59311.3,5675.66,2025-08-20
STORE_4,134,STORE_4_V10133,2025-08-20,SALE,44,LBL00095,CHAIN,585,16.115,15.826,0.013,9.258,54986.35,5781.09,2025-08-20
STORE_4,135,STORE_4_V10134,2025-08-20,SALE,6,LBL00003,CHAIN,916,4.825,4.637,0.043,4.247,26369.33,5442.64,2025-08-20
STORE_4,136,STORE_4_V10135,2025-08-20,SALE,93,LBL00038,CHAIN,916,36.522,36.152,0.005,33.115,192805.49,5244.58,2025-08-20
STORE_4,137,STORE_4_V10136,2025-08-20,SALE,46,LBL00224,NECKLACE,750,58.596,58.523,0.0,43.892,270120.0,5842.6,2025-08-20
STORE_4,138,STORE_4_V10137,2025-08-20,SALE,111,LBL00101,NECKLACE,916,48.858,48.638,0.039,44.552,256981.36,5461.5,2025-08-20
STORE_4,139,STORE_4_V10138,2025-08-20,SALE,108,LBL00174,NECKLACE,916,39.596,39.308,0.0,36.006,219251.07,5532.62,2025-08-20
STORE_4,140,STORE_4_V10139,2025-08-20,SALE,74,LBL00237,BRACELET,750,25.502,25.132,0.0,18.849,108494.46,5482.75,2025-08-20
STORE_4,141,STORE_4_V10140,2025-08-20,SALE,90,LBL00067,PENDANT,585,5.385,5.182,0.011,3.031,17973.64,5276.82,2025-08-20
STORE_4,142,STORE_4_V10141,2025-08-20,SALE,48,LBL00141,EARRING,585,14.553,14.515,0.0,8.491,50158.96,5356.25,2025-08-20
STORE_4,143,STORE_4_V10142,2025-08-20,SALE,120,LBL00041,RING,916,9.756,9.35,0.0,8.565,48635.05,5402.79,2025-08-20
STORE_4,144,STORE_4_V10143,2025-08-21,SALE,34,LBL00047,CHAIN,585,56.907,56.657,0.0,33.144,190302.49,5390.87,2025-08-21
STORE_4,145,STORE_4_V10144,2025-08-21,SALE,54,LBL00149,CHAIN,750,16.133,15.825,0.039,11.869,68704.03,5611.29,2025-08-21
STORE_4,146,STORE_4_V10145,2025-08-21,SALE,102,LBL00142,EARRING,916,10.255,9.713,0.014,8.897,56418.31,5866.49,2025-08-21
STORE_4,147,STORE_4_V10146,2025-08-21,SALE,49,LBL00072,BANGLE,585,2.436,1.982,0.0,1.159,6917.36,5800.37,2025-08-21
STORE_4,148,STORE_4_V10147,2025-08-21,SALE,63,LBL00170,BANGLE,916,24.179,23.91,0.001,21.902,132730.49,5413.4,2025-08-21
STORE_4,149,STORE_4_V10148,2025-08-21,SALE,27,LBL00078,PENDANT,916,10.747,10.241,0.0,9.381,57830.74,5608.64,2025-08-21
STORE_4,150,STORE_4_V10149,2025-08-21,SALE,7,LBL00094,NECKLACE,916,54.976,54.87,0.061,50.261,289714.63,5425.44,2025-08-21
STORE_4,151,STORE_4_V10150,2025-08-21,SALE,58,LBL00047,CHAIN,585,48.472,48.019,0.0,28.091,167301.83,5320.44,2025-08-21
STORE_4,152,STORE_4_V10151,2025-08-21,SALE,102,LBL00160,PENDANT,585,6.115,5.967,0.0,3.491,20539.54,5461.09,2025-08-21
STORE_4,153,STORE_4_V10152,2025-08-21,SALE,28,LBL00028,EARRING,916,15.511,15.38,0.0,14.088,79259.86,5381.91,2025-08-21
STORE_4,154,STORE_4_V10153,2025-08-22,SALE,9,LBL00113,EARRING,916,10.016,9.573,0.0,8.769,51683.14,5530.86,2025-08-22
STORE_4,155,STORE_4_V10154,2025-08-22,SALE,105,LBL00239,PENDANT,750,9.78,9.764,0.007,7.323,44174.52,5567.05,2025-08-22
STORE_4,156,STORE_4_V10155,2025-08-22,SALE,105,LBL00193,EARRING,916,9.039,8.843,0.0,8.1,47929.6,5683.85,2025-08-22
STORE_4,157,STORE_4_V10156,2025-08-22,SALE,116,LBL00021,RING,585,6.109,5.997,0.0,3.508,20628.18,5622.63,2025-08-22
STORE_4,158,STORE_4_V10157,2025-08-22,SALE,22,LBL00125,BRACELET,916,32.724,32.575,0.0,29.839,192908.01,5881.3,2025-08-22
STORE_4,159,STORE_4_V10158,2025-08-22,SALE,17,LBL00012,NECKLACE,916,57.726,57.397,0.003,52.576,335627.33,5920.13,2025-08-22
STORE_4,160,STORE_4_V10159,2025-08-22,SALE,103,LBL00190,BRACELET,750,26.655,26.055,0.0,19.541,125109.61,5738.16,2025-08-22
STORE_4,161,STORE_4_V10160,2025-08-22,SALE,103,LBL00170,BANGLE,916,24.082,23.994,0.0,21.979,127501.2,5266.82,2025-08-22
STORE_4,162,STORE_4_V10161,2025-08-22,SALE,53,LBL00185,CHAIN,916,41.631,41.08,0.013,37.629,231153.67,5615.72,2025-08-22
STORE_4,163,STORE_4_V10162,2025-08-22,SALE,14,LBL00246,RING,916,6.328,5.827,0.032,5.338,32599.16,5719.05,2025-08-22
STORE_4,164,STORE_4_V10163,2025-08-22,SALE,53,LBL00067,PENDANT,585,5.027,4.955,0.094,2.899,17656.32,5355.76,2025-08-22
STORE_4,165,STORE_4_V10164,2025-08-22,SALE,47,LBL00099,BRACELET,916,38.904,38.517,0.0,35.282,214919.4,5883.16,2025-08-22
STORE_4,166,STORE_4_V10165,2025-08-23,SALE,19,LBL00162,BANGLE,585,35.542,35.332,0.0,20.669,115380.56,5451.41,2025-08-23
STORE_4,167,STORE_4_V10166,2025-08-23,SALE,75,LBL00245,RING,916,5.83,5.359,0.008,4.909,29794.81,5767.15,2025-08-23
STORE_4,168,STORE_4_V10167,2025-08-23,SALE,118,LBL00066,BRACELET,916,10.507,10.198,0.0,9.341,56354.59,5572.11,2025-08-23
STORE_4,169,STORE_4_V10168,2025-08-23,SALE,74,LBL00116,CHAIN,750,45.111,44.647,0.0,33.485,182393.1,5296.31,2025-08-23
STORE_4,170,STORE_4_V10169,2025-08-23,SALE,16,LBL00013,RING,750,9.721,9.398,0.004,7.048,45167.69,5723.28,2025-08-23
STORE_4,171,STORE_4_V10170,2025-08-23,SALE,54,LBL00142,EARRING,916,10.311,9.825,0.005,9.0,59220.19,5880.18,2025-08-23
STORE_4,172,STORE_4_V10171,2025-08-23,SALE,59,LBL00019,PENDANT,916,9.652,9.138,0.015,8.37,47818.63,5250.78,2025-08-23
STORE_4,173,STORE_4_V10172,2025-08-23,SALE,77,LBL00058,BANGLE,750,10.507,10.408,0.0,7.806,46242.56,5667.89,2025-08-23
STORE_4,174,STORE_4_V10173,2025-08-23,SALE,23,LBL00091,RING,585,9.4,9.037,0.0,5.287,29244.64,5348.45,2025-08-23
STORE_4,175,STORE_4_V10174,2025-08-23,SALE,50,LBL00127,BRACELET,916,9.028,8.576,0.0,7.856,45185.09,5549.9,2025-08-23
STORE_4,176,STORE_4_V10175,2025-08-23,SALE,110,LBL00093,EARRING,750,12.303,12.122,0.0,9.091,52922.05,5350.95,2025-08-23
STORE_4,177,STORE_4_V10176,2025-08-23,SALE,104,LBL00176,BRACELET,585,28.003,27.839,0.042,16.286,91416.64,5362.54,2025-08-23
STORE_4,178,STORE_4_V10177,2025-08-24,SALE,70,LBL00178,BRACELET,916,38.468,37.976,0.0,34.786,201234.41,5435.52,2025-08-24
